seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr8	38854466	38854547	82	*	X0745	83877	38846327	38854041	7715	-	424	upstream	424	TM2D2
chr8	38854466	38854547	82	*	X0745	8754	38854505	38962779	108275	+	0	overlapStart	0	ADAM9
chr8	71581470	71581782	313	*	X0756	389668	71581600	71648177	66578	+	0	overlapStart	0	XKR9
chr8	71581470	71581782	313	*	X0756	51110	71549501	71581447	31947	-	22	upstream	22	LACTB2
chr8	71581805	71581821	17	*	X0757	389668	71581600	71648177	66578	+	0	inside	204	XKR9
chr8	71581805	71581821	17	*	X0757	51110	71549501	71581447	31947	-	357	upstream	357	LACTB2
chr8	73921088	73921502	415	*	X0758	7013	73921097	73959987	38891	+	0	overlapStart	0	TERF1
chr8	74205719	74205852	134	*	X0759	157506	74206837	74237520	30684	+	984	upstream	984	RDH10
chr8	74205719	74205852	134	*	X0759	6129	74202874	74205869	2996	-	0	inside	16	RPL7
chr8	94752566	94752569	4	*	X0765	55472	94752339	94753047	709	+	0	inside	226	RBM12B-AS1
chr8	97275039	97275117	79	*	X0768	51001	97251645	97273796	22152	-	1242	upstream	1242	MTERF3
chr8	99057728	99057755	28	*	X0769	6156	99037079	99057818	20740	-	0	inside	62	RPL30
chr8	103876285	103876402	118	*	X0772	51582	103838536	103876397	37862	-	0	overlapStart	0	AZIN1
chr8	103876425	103876450	26	*	X0773	51582	103838536	103876397	37862	-	27	upstream	27	AZIN1
chr8	117337411	117337432	22	*	X0778	100859921	116962736	117337297	374562	-	113	upstream	113	LINC00536
chr8	126104025	126104175	151	*	X0780	286053	126104083	126379367	275285	+	0	overlapStart	0	NSMCE2
chr8	126104025	126104175	151	*	X0780	9897	126036503	126104061	67559	-	0	overlapStart	0	WASHC5
chr8	128807087	128807099	13	*	X0784	100302185	128808208	128808274	67	+	1108	upstream	1108	MIR1204
chr8	128807087	128807099	13	*	X0784	5820	128806803	129113499	306697	+	0	inside	283	PVT1
chr8	145912284	145912314	31	*	X0793	80728	145754563	145911194	156632	-	1089	upstream	1089	ARHGAP39
chr8	145912964	145913385	422	*	X0794	80728	145754563	145911194	156632	-	1769	upstream	1769	ARHGAP39
chr8	146017437	146017537	101	*	X0796	6132	146015154	146017805	2652	-	0	inside	267	RPL8
chr8	146176239	146176350	112	*	X0797	7564	146155744	146176274	20531	-	0	overlapStart	0	ZNF16
chr9	19380008	19380407	400	*	X0805	6194	19376254	19380235	3982	-	0	overlapStart	0	RPS6
chr9	26892698	26892725	28	*	X0806	79886	26840683	26892826	52144	-	0	inside	100	CAAP1
chr9	26892741	26892823	83	*	X0807	79886	26840683	26892826	52144	-	0	inside	2	CAAP1
chr9	35657982	35658194	213	*	X0808	203260	35658287	35661500	3214	+	92	upstream	92	CCDC107
chr9	35657982	35658194	213	*	X0808	6023	35657748	35658015	268	-	0	overlapStart	0	RMRP
chr9	37119979	37120188	210	*	X0810	84186	37120469	37358145	237677	+	280	upstream	280	ZCCHC7
chr9	37784793	37784809	17	*	X0811	51010	37779711	37785089	5379	-	0	inside	279	EXOSC3
chr9	68455670	68455718	49	*	X0817	642236	68427783	68454375	26593	-	1294	upstream	1294	FRG1JP
chr9	86594446	86594486	41	*	X0822	80010	86595637	86618987	23351	+	1150	upstream	1150	RMI1
chr9	95055890	95056015	126	*	X0831	100124534	95054740	95054875	136	-	1014	upstream	1014	SNORA84
chr9	95055890	95056015	126	*	X0831	3376	94972490	95056038	83549	-	0	inside	22	IARS1
chr9	117350121	117350220	100	*	X0835	9550	117349994	117361152	11159	+	0	inside	126	ATP6V1G1
chr9	124132671	124132717	47	*	X0836	2040	124101266	124132582	31317	-	88	upstream	88	STOM
chr9	128003043	128003608	566	*	X0838	3309	127997127	128003666	6540	-	0	inside	57	HSPA5
chr9	130213289	130213316	28	*	X0839	90678	130213765	130265780	52016	+	448	upstream	448	LRSAM1
chr9	130213570	130213709	140	*	X0840	6136	130209953	130213711	3759	-	0	inside	1	RPL12
chr9	130213570	130213709	140	*	X0840	90678	130213765	130265780	52016	+	55	upstream	55	LRSAM1
chr9	130965371	130965385	15	*	X0841	1759	130965663	131017527	51865	+	277	upstream	277	DNM1
chr9	130965412	130965503	92	*	X0842	1759	130965663	131017527	51865	+	159	upstream	159	DNM1
chr9	140135758	140135870	113	*	X0852	10383	140135711	140138159	2449	+	0	inside	46	TUBB4B
chr10	4868164	4868318	155	*	X0869	83592	4868369	4890251	21883	+	50	upstream	50	AKR1E2
chr10	5726310	5726350	41	*	X0872	54906	5726801	5805703	78903	+	450	upstream	450	TASOR2
chr10	5930939	5930958	20	*	X0873	84893	5931535	5979558	48024	+	576	upstream	576	FBH1
chr10	29698325	29698340	16	*	X0876	387647	29698483	29776785	78303	+	142	upstream	142	PTCHD3P1
chr10	29698352	29698568	217	*	X0877	387647	29698483	29776785	78303	+	0	overlapStart	0	PTCHD3P1
chr10	44070164	44070191	28	*	X0886	8187	44051793	44070066	18274	-	97	upstream	97	ZNF239
chr10	53459238	53459355	118	*	X0887	23283	53455246	53459355	4110	-	0	inside	0	CSTF2T
chr10	64892718	64892755	38	*	X0891	29982	64893007	64914786	21780	+	251	upstream	251	NRBF2
chr10	70091824	70092021	198	*	X0892	3189	70091768	70102953	11186	+	0	inside	55	HNRNPH3
chr10	74870040	74870051	12	*	X0895	25961	74870210	74891581	21372	+	158	upstream	158	NUDT13
chr10	74870069	74870124	56	*	X0896	25961	74870210	74891581	21372	+	85	upstream	85	NUDT13
chr10	75006627	75006652	26	*	X0897	414245	75007125	75036742	29618	+	472	upstream	472	DNAJC9-AS1
chr11	3400283	3400425	143	*	X0914	650368	3402191	3430378	28188	+	1765	upstream	1765	TSSC2
chr11	3400283	3400425	143	*	X0914	7748	3379157	3400452	21296	-	0	inside	26	ZNF195
chr11	9406101	9406189	89	*	X0915	10527	9406169	9469674	63506	+	0	overlapStart	0	IPO7
chr11	47447697	47447851	155	*	X0931	5702	47440320	47448024	7705	-	0	inside	172	PSMC3
chr11	47447891	47448026	136	*	X0932	5702	47440320	47448024	7705	-	0	overlapStart	0	PSMC3
chr11	57406722	57406811	90	*	X0937	406919	57408671	57408759	89	+	1859	upstream	1859	MIR130A
chr11	57508628	57508670	43	*	X0938	280636	57508722	57510883	2162	+	51	upstream	51	SELENOH
chr11	60681649	60681753	105	*	X0943	79073	60681371	60690915	9545	+	0	inside	277	TMEM109
chr11	61582908	61582999	92	*	X0944	100302263	61582633	61582712	80	-	195	upstream	195	MIR1908
chr11	61582908	61582999	92	*	X0944	9415	61583728	61634825	51098	+	728	upstream	728	FADS2
chr11	62559519	62559583	65	*	X0947	79064	62557787	62559486	1700	-	32	upstream	32	TMEM223
chr11	62559597	62559644	48	*	X0948	79064	62557787	62559486	1700	-	110	upstream	110	TMEM223
chr11	62572787	62572918	132	*	X0949	10482	62559598	62572964	13367	-	0	inside	45	NXF1
chr11	62623231	62623315	85	*	X0950	23642	62619460	62623360	3901	-	0	inside	44	SNHG1
chr11	62623231	62623315	85	*	X0950	6520	62623484	62656355	32872	+	168	upstream	168	SLC3A2
chr11	62623231	62623315	85	*	X0950	9297	62621376	62621440	65	-	1790	upstream	1790	SNORD29
chr11	62623231	62623315	85	*	X0950	9300	62622093	62622167	75	-	1063	upstream	1063	SNORD28
chr11	62623231	62623315	85	*	X0950	9301	62622484	62622555	72	-	675	upstream	675	SNORD27
chr11	62623231	62623315	85	*	X0950	9302	62622764	62622838	75	-	392	upstream	392	SNORD26
chr11	62623231	62623315	85	*	X0950	9303	62623037	62623103	67	-	127	upstream	127	SNORD25
chr11	64889631	64889708	78	*	X0955	2197	64888099	64889672	1574	-	0	overlapStart	0	FAU
chr11	64889631	64889708	78	*	X0955	740	64889655	64894841	5187	+	0	overlapStart	0	MRPL49
chr11	64889859	64889919	61	*	X0956	2197	64888099	64889672	1574	-	186	upstream	186	FAU
chr11	64889859	64889919	61	*	X0956	740	64889655	64894841	5187	+	0	inside	203	MRPL49
chr11	65769462	65769727	266	*	X0957	84285	65764016	65769637	5622	-	0	overlapStart	0	EIF1AD
chr11	65769462	65769727	266	*	X0957	8815	65769550	65771617	2068	+	0	overlapStart	0	BANF1
chr11	65819856	65819872	17	*	X0958	10992	65819816	65836382	16567	+	0	inside	39	SF3B2
chr11	65819907	65819925	19	*	X0959	10992	65819816	65836382	16567	+	0	inside	90	SF3B2
chr11	66115522	66115798	277	*	X0962	11041	66112843	66115161	2319	-	360	upstream	360	B4GAT1
chr11	66360700	66360717	18	*	X0963	55231	66357640	66360554	2915	-	145	upstream	145	CCDC87
chr11	66360700	66360717	18	*	X0963	9973	66360690	66373490	12801	+	0	inside	9	CCS
chr11	71640410	71640419	10	*	X0967	100133315	71576555	71639493	62939	-	916	upstream	916	LOC100133315
chr11	82868211	82868323	113	*	X0970	51585	82868137	82896835	28699	+	0	inside	73	PCF11
chr11	93474344	93474412	69	*	X0974	28970	93474793	93496247	21455	+	380	upstream	380	C11orf54
chr11	93474344	93474412	69	*	X0974	79101	93463447	93474703	11257	-	0	inside	290	TAF1D
chr11	118889034	118889159	126	*	X0981	100500840	118889654	118889722	69	+	494	upstream	494	NA
chr11	118889034	118889159	126	*	X0981	51399	118889241	118894385	5145	+	81	upstream	81	TRAPPC4
chr11	118889034	118889159	126	*	X0981	6230	118886422	118889057	2636	-	0	overlapStart	0	RPS25
chr11	125366285	125366303	19	*	X0991	9638	125315641	125366206	50566	-	78	upstream	78	FEZ1
chr12	6677435	6677508	74	*	X1016	4839	6666036	6677498	11463	-	0	overlapStart	0	NOP2
chr12	7080008	7080128	121	*	X1018	10436	7079944	7105520	25577	+	0	inside	63	EMG1
chr12	7080008	7080128	121	*	X1018	11331	7074515	7079916	5402	-	91	upstream	91	PHB2
chr12	11323736	11323745	10	*	X1020	100129361	11323780	11328619	4840	+	34	upstream	34	SMIM10L1
chr12	31478925	31478937	13	*	X1028	58516	31433520	31479159	45640	-	0	inside	221	SINHCAF
chr12	31478956	31478999	44	*	X1029	58516	31433520	31479159	45640	-	0	inside	159	SINHCAF
chr12	31479036	31479051	16	*	X1030	58516	31433520	31479159	45640	-	0	inside	107	SINHCAF
chr12	31882360	31882394	35	*	X1033	196394	31824071	31882108	58038	-	251	upstream	251	AMN1
chr12	31882442	31882464	23	*	X1034	196394	31824071	31882108	58038	-	333	upstream	333	AMN1
chr12	33593113	33593132	20	*	X1040	341359	33528348	33592754	64407	-	358	upstream	358	SYT10
chr12	46766383	46766538	156	*	X1053	54407	46751971	46766645	14675	-	0	inside	106	SLC38A2
chr12	53343496	53343623	128	*	X1056	3856	53290971	53343650	52680	-	0	inside	26	KRT8
chr12	53343649	53343691	43	*	X1057	3856	53290971	53343650	52680	-	0	overlapStart	0	KRT8
chr12	56435750	56436060	311	*	X1059	6231	56435686	56438007	2322	+	0	inside	63	RPS26
chr12	56510356	56510573	218	*	X1061	6171	56510374	56511616	1243	+	0	overlapStart	0	RPL41
chr12	56510356	56510573	218	*	X1061	84872	56512030	56516278	4249	+	1456	upstream	1456	ZC3H10
chr12	56511799	56511987	189	*	X1062	84872	56512030	56516278	4249	+	42	upstream	42	ZC3H10
chr12	56882370	56882458	89	*	X1063	27165	56864736	56882181	17446	-	188	upstream	188	GLS2
chr12	57039621	57039691	71	*	X1064	26789	57038811	57038885	75	-	735	upstream	735	SNORD59A
chr12	57039621	57039691	71	*	X1064	506	57031959	57039852	7894	-	0	inside	160	ATP5F1B
chr12	57118963	57119236	274	*	X1068	4666	57106211	57119326	13116	-	0	inside	89	NACA
chr12	57623591	57623723	133	*	X1071	6472	57623356	57628718	5363	+	0	inside	234	SHMT2
chr12	58148564	58148629	66	*	X1072	92979	58148881	58154193	5313	+	251	upstream	251	MARCHF9
chr12	58176579	58176763	185	*	X1073	10102	58176528	58196639	20112	+	0	inside	50	TSFM
chr12	62654185	62654231	47	*	X1074	338811	62102029	62653925	551897	-	259	upstream	259	TAFA2
chr12	62654185	62654231	47	*	X1074	9958	62654121	62803501	149381	+	0	inside	63	USP15
chr12	74931784	74931810	27	*	X1076	552889	74931551	74935232	3682	+	0	inside	232	ATXN7L3B
chr12	82752023	82752262	240	*	X1082	84190	82752276	82873016	120741	+	13	upstream	13	METTL25
chr12	92539465	92539592	128	*	X1085	694	92534054	92539673	5620	-	0	inside	80	BTG1
chr12	95867812	95868017	206	*	X1087	10988	95867822	95909613	41792	+	0	overlapStart	0	METAP2
chr12	98897948	98898143	196	*	X1088	643770	98879322	98897633	18312	-	314	upstream	314	LINC02453
chr12	110337877	110337882	6	*	X1094	84260	110338079	110391074	52996	+	196	upstream	196	TCHP
chr12	110337923	110338156	234	*	X1095	84260	110338079	110391074	52996	+	0	overlapStart	0	TCHP
chr12	110905966	110905993	28	*	X1098	29902	110906229	110928192	21964	+	235	upstream	235	FAM216A
chr12	110906016	110906074	59	*	X1099	29902	110906229	110928192	21964	+	154	upstream	154	FAM216A
chr12	110939783	110939824	42	*	X1100	144715	110940005	110969891	29887	+	180	upstream	180	RAD9B
chr12	110939783	110939824	42	*	X1100	51699	110929330	110939916	10587	-	0	inside	91	VPS29
chr12	110939847	110940194	348	*	X1101	144715	110940005	110969891	29887	+	0	overlapStart	0	RAD9B
chr12	110939847	110940194	348	*	X1101	51699	110929330	110939916	10587	-	0	overlapStart	0	VPS29
chr12	110940272	110940282	11	*	X1102	144715	110940005	110969891	29887	+	0	inside	266	RAD9B
chr12	110940272	110940282	11	*	X1102	51699	110929330	110939916	10587	-	355	upstream	355	VPS29
chr12	110940303	110940371	69	*	X1103	144715	110940005	110969891	29887	+	0	inside	297	RAD9B
chr12	110940303	110940371	69	*	X1103	51699	110929330	110939916	10587	-	386	upstream	386	VPS29
chr12	112279595	112279907	313	*	X1105	8550	112280032	112331228	51197	+	124	upstream	124	MAPKAPK5
chr12	112847263	112847409	147	*	X1107	6128	112842994	112847443	4450	-	0	inside	33	RPL6
chr12	125398535	125399322	788	*	X1113	100847004	125400093	125400205	113	+	770	upstream	770	MIR5188
chr12	125398535	125399322	788	*	X1113	7316	125396192	125399587	3396	-	0	inside	264	UBC
chr12	132195580	132195755	176	*	X1119	6433	132195632	132284283	88652	+	0	overlapStart	0	SFSWAP
chr12	133707243	133707303	61	*	X1121	101060200	133696555	133707059	10505	-	183	upstream	183	ZNF891
chr12	133707243	133707303	61	*	X1121	10795	133707213	133783697	76485	+	0	inside	29	ZNF268
chr12	133707243	133707303	61	*	X1121	7556	133707213	133736049	28837	+	0	inside	29	ZNF10
chr13	20356995	20357075	81	*	X1122	55269	20277009	20357159	80151	-	0	inside	83	PSPC1
chr13	21714689	21714838	150	*	X1123	10284	21714653	21723224	8572	+	0	inside	35	SAP18
chr13	27825809	27825934	126	*	X1126	6144	27825692	27830702	5011	+	0	inside	116	RPL21
chr13	37574921	37575013	93	*	X1127	11340	37574678	37583751	9074	+	0	inside	242	EXOSC8
chr13	37574921	37575013	93	*	X1127	29880	37523908	37573504	49597	-	1416	upstream	1416	ALG5
chr13	45914617	45914708	92	*	X1129	100190939	45915480	45965618	50139	+	771	upstream	771	TPT1-AS1
chr13	45915277	45915345	69	*	X1130	100190939	45915480	45965618	50139	+	134	upstream	134	TPT1-AS1
chr13	45915277	45915345	69	*	X1130	7178	45911304	45915297	3994	-	0	overlapStart	0	TPT1
chr13	92001365	92001468	104	*	X1136	406980	92002859	92003645	787	+	1390	upstream	1390	MIR19B1
chr13	95253692	95253855	164	*	X1137	160897	95254104	95286899	32796	+	248	upstream	248	GPR180
chr13	111367594	111367670	77	*	X1139	79587	111293757	111365950	72194	-	1643	upstream	1643	CARS2
chr14	45366258	45366326	69	*	X1148	122525	45366507	45376460	9954	+	180	upstream	180	C14orf28
chr14	50052945	50053101	157	*	X1151	6235	50043390	50053134	9745	-	0	inside	32	RPS29
chr14	50053141	50053203	63	*	X1152	6235	50043390	50053134	9745	-	6	upstream	6	RPS29
chr14	61201492	61201643	152	*	X1155	4331	61201459	61435398	233940	+	0	inside	32	MNAT1
chr14	70234260	70234658	399	*	X1161	100289511	70233000	70234430	1431	-	0	overlapStart	0	LOC100289511
chr14	70234756	70234774	19	*	X1162	100289511	70233000	70234430	1431	-	325	upstream	325	LOC100289511
chr14	89882285	89882303	19	*	X1172	400236	89883698	89886137	2440	+	1394	upstream	1394	FOXN3-AS1
chr14	89882336	89882398	63	*	X1173	400236	89883698	89886137	2440	+	1299	upstream	1299	FOXN3-AS1
chr14	91976576	91976609	34	*	X1174	55671	91923956	91976813	52858	-	0	inside	203	PPP4R3A
chr14	100704305	100704318	14	*	X1177	7528	100705102	100745371	40270	+	783	upstream	783	YY1
chr15	23810602	23810894	293	*	X1186	7681	23810454	23813166	2713	+	0	inside	147	MKRN3
chr15	34517155	34517239	85	*	X1194	51234	34517245	34522352	5108	+	5	upstream	5	EMC4
chr15	34517287	34517308	22	*	X1195	51234	34517245	34522352	5108	+	0	inside	41	EMC4
chr15	35261760	35261968	209	*	X1196	9716	35148552	35261995	113444	-	0	inside	26	AQR
chr15	52263879	52263923	45	*	X1200	123169	52230222	52263958	33737	-	0	inside	34	LEO1
chr15	59225583	59225764	182	*	X1203	79811	59171244	59225852	54609	-	0	inside	87	SLTM
chr15	66796988	66797062	75	*	X1204	55055	66797431	66841822	44392	+	368	upstream	368	ZWILCH
chr15	66796988	66797062	75	*	X1204	595097	66795149	66795248	100	-	1739	upstream	1739	SNORD16
chr15	66796988	66797062	75	*	X1204	595098	66795583	66795652	70	-	1335	upstream	1335	SNORD18A
chr15	66797081	66797307	227	*	X1205	55055	66797431	66841822	44392	+	123	upstream	123	ZWILCH
chr15	66797081	66797307	227	*	X1205	595097	66795149	66795248	100	-	1832	upstream	1832	SNORD16
chr15	66797081	66797307	227	*	X1205	595098	66795583	66795652	70	-	1428	upstream	1428	SNORD18A
chr15	89878175	89878501	327	*	X1229	5428	89859536	89878026	18491	-	148	upstream	148	POLG
chr15	93425736	93425752	17	*	X1230	100507217	93426073	93441977	15905	+	320	upstream	320	CHASERR
chr16	103085	103150	66	*	X1236	79622	103829	107669	3841	+	678	upstream	678	SNRNP25
chr16	103168	103192	25	*	X1237	79622	103829	107669	3841	+	636	upstream	636	SNRNP25
chr16	686689	686812	124	*	X1239	84326	684429	686347	1919	-	341	upstream	341	METTL26
chr16	2205193	2205322	130	*	X1240	26788	2205024	2205106	83	-	86	upstream	86	SNORD60
chr16	2205193	2205322	130	*	X1240	84231	2205799	2228130	22332	+	476	upstream	476	TRAF7
chr16	2391002	2391172	171	*	X1241	21	2325879	2390747	64869	-	254	upstream	254	ABCA3
chr16	2732255	2732424	170	*	X1242	54442	2732495	2759031	26537	+	70	upstream	70	KCTD5
chr16	3074324	3074334	11	*	X1244	54985	3072626	3074287	1662	-	36	upstream	36	HCFC1R1
chr16	3074324	3074334	11	*	X1244	79228	3074032	3077756	3725	+	0	inside	291	THOC6
chr16	3074436	3074529	94	*	X1245	54985	3072626	3074287	1662	-	148	upstream	148	HCFC1R1
chr16	4588867	4589129	263	*	X1253	29965	4560677	4588816	28140	-	50	upstream	50	CDIP1
chr16	10479639	10479977	339	*	X1254	80063	10479912	10577495	97584	+	0	overlapStart	0	ATF7IP2
chr16	29984622	29984778	157	*	X1266	9344	29985188	30003582	18395	+	409	upstream	409	TAOK2
chr16	29984813	29984840	28	*	X1267	9344	29985188	30003582	18395	+	347	upstream	347	TAOK2
chr16	30108047	30108113	67	*	X1268	83719	30103635	30107537	3903	-	509	upstream	509	YPEL3
chr16	30108252	30108553	302	*	X1269	83719	30103635	30107537	3903	-	714	upstream	714	YPEL3
chr16	30108589	30108599	11	*	X1270	83719	30103635	30107537	3903	-	1051	upstream	1051	YPEL3
chr16	67260963	67261059	97	*	X1284	26231	67241042	67260901	19860	-	61	upstream	61	LRRC29
chr16	67260963	67261059	97	*	X1284	29100	67261016	67263182	2167	+	0	overlapStart	0	TMEM208
chr16	69373633	69373719	87	*	X1286	51388	69373415	69377013	3599	+	0	inside	217	NIP7
chr16	69373633	69373719	87	*	X1286	84342	69362524	69373526	11003	-	106	upstream	106	COG8
chr16	69373741	69373758	18	*	X1287	84342	69362524	69373526	11003	-	214	upstream	214	COG8
chr16	70285962	70286023	62	*	X1288	118460	70284134	70285833	1700	-	128	upstream	128	EXOSC6
chr16	70323353	70323428	76	*	X1289	11269	70323670	70367735	44066	+	241	upstream	241	DDX19B
chr16	70323353	70323428	76	*	X1289	16	70286297	70323412	37116	-	0	overlapStart	0	AARS1
chr16	75682516	75682544	29	*	X1295	3735	75661622	75682541	20920	-	0	overlapStart	0	KARS1
chr16	75682562	75682597	36	*	X1296	3735	75661622	75682541	20920	-	20	upstream	20	KARS1
chr17	1303378	1303571	194	*	X1307	7531	1247834	1303556	55723	-	0	overlapStart	0	YWHAE
chr17	2239622	2239642	21	*	X1309	9905	2240806	2284348	43543	+	1163	upstream	1163	SGSM2
chr17	2239719	2239762	44	*	X1310	9905	2240806	2284348	43543	+	1043	upstream	1043	SGSM2
chr17	4699366	4699551	186	*	X1312	5694	4699439	4701798	2360	+	0	overlapStart	0	PSMB6
chr17	5390217	5390270	54	*	X1313	51009	5377613	5389494	11882	-	722	upstream	722	DERL2
chr17	7476153	7476459	307	*	X1315	652965	7478031	7478165	135	+	1571	upstream	1571	SNORA48
chr17	7476917	7477157	241	*	X1316	652965	7478031	7478165	135	+	873	upstream	873	SNORA48
chr17	7589282	7589335	54	*	X1317	55135	7589389	7606820	17432	+	53	upstream	53	WRAP53
chr17	8286425	8286594	170	*	X1320	6154	8280834	8286565	5732	-	0	overlapStart	0	RPL26
chr17	16284501	16284595	95	*	X1325	7314	16284367	16286054	1688	+	0	inside	133	UBB
chr17	16284607	16284761	155	*	X1326	7314	16284367	16286054	1688	+	0	inside	239	UBB
chr17	16342206	16342631	426	*	X1328	125144	16342301	16373962	31662	+	0	overlapStart	0	SNHG29
chr17	16342206	16342631	426	*	X1328	26800	16343350	16343420	71	+	718	upstream	718	SNORD49A
chr17	16342206	16342631	426	*	X1328	692087	16342823	16342870	48	+	191	upstream	191	SNORD49B
chr17	16342206	16342631	426	*	X1328	692106	16344540	16344612	73	+	1908	upstream	1908	SNORD65
chr17	16593463	16593475	13	*	X1329	9720	16593639	16678311	84673	+	163	upstream	163	CCDC144A
chr17	18528885	18529003	119	*	X1330	284047	18441115	18528930	87816	-	0	overlapStart	0	CCDC144B
chr17	18529075	18529249	175	*	X1331	284047	18441115	18528930	87816	-	144	upstream	144	CCDC144B
chr17	20224356	20224494	139	*	X1334	348254	20224487	20305504	81018	+	0	overlapStart	0	CCDC144CP
chr17	27047003	27047294	292	*	X1338	26808	27047568	27047634	67	+	273	upstream	273	SNORD42B
chr17	27047003	27047294	292	*	X1338	6147	27047000	27051374	4375	+	0	inside	2	RPL23A
chr17	27047003	27047294	292	*	X1338	83871	27041299	27045286	3988	-	1716	upstream	1716	RAB34
chr17	27620900	27621170	271	*	X1341	57532	27582854	27621166	38313	-	0	overlapStart	0	NUFIP2
chr17	28804385	28804554	170	*	X1342	9527	28804426	28853832	49407	+	0	overlapStart	0	GOSR1
chr17	30676983	30677026	44	*	X1344	693217	30677128	30677221	94	+	101	upstream	101	MIR632
chr17	30676983	30677026	44	*	X1344	7756	30677157	30707975	30819	+	130	upstream	130	ZNF207
chr17	30677155	30677339	185	*	X1345	693217	30677128	30677221	94	+	0	overlapEnd	26	MIR632
chr17	30677155	30677339	185	*	X1345	7756	30677157	30707975	30819	+	0	overlapStart	0	ZNF207
chr17	34891707	34891711	5	*	X1347	80179	34851599	34891305	39707	-	401	upstream	401	MYO19
chr17	36908130	36908242	113	*	X1348	5691	36909002	36920478	11477	+	759	upstream	759	PSMB3
chr17	37009883	37009986	104	*	X1349	619505	37009116	37009248	133	-	634	upstream	634	SNORA21
chr17	37009883	37009986	104	*	X1349	9349	37006321	37010053	3733	-	0	inside	66	RPL23
chr17	37310045	37310186	142	*	X1351	57125	37219556	37309485	89930	-	559	upstream	559	PLXDC1
chr17	37310568	37310912	345	*	X1352	57125	37219556	37309485	89930	-	1082	upstream	1082	PLXDC1
chr17	37356379	37356742	364	*	X1353	6143	37356536	37360980	4445	+	0	overlapStart	0	RPL19
chr17	38444077	38444125	49	*	X1354	990	38444146	38459413	15268	+	20	upstream	20	CDC6
chr17	41561344	41561388	45	*	X1358	1659	41561334	41604164	42831	+	0	inside	9	DHX8
chr17	41561445	41561469	25	*	X1359	1659	41561334	41604164	42831	+	0	inside	110	DHX8
chr17	47755641	47755915	275	*	X1363	8405	47676246	47755525	79280	-	115	upstream	115	SPOP
chr17	48797215	48797331	117	*	X1364	51747	48796926	48830072	33147	+	0	inside	288	LUC7L3
chr17	56084388	56084459	72	*	X1366	6426	56078280	56084707	6428	-	0	inside	247	SRSF1
chr17	56084474	56084490	17	*	X1367	6426	56078280	56084707	6428	-	0	inside	216	SRSF1
chr17	56084507	56084595	89	*	X1368	6426	56078280	56084707	6428	-	0	inside	111	SRSF1
chr17	56429486	56429524	39	*	X1369	6827	56422536	56429599	7064	-	0	inside	74	SUPT4H1
chr17	57287398	57287555	158	*	X1370	55181	57287371	57292611	5241	+	0	inside	26	SMG8
chr17	57642632	57642751	120	*	X1371	79665	57642886	57685713	42828	+	134	upstream	134	DHX40
chr17	57642989	57643031	43	*	X1372	79665	57642886	57685713	42828	+	0	inside	102	DHX40
chr17	61850722	61850755	34	*	X1377	11325	61851567	61896677	45111	+	811	upstream	811	DDX42
chr17	62501713	62501834	122	*	X1379	90799	62503158	62534062	30905	+	1323	upstream	1323	CEP95
chr17	62502235	62502379	145	*	X1380	1655	62494374	62502484	8111	-	0	inside	104	DDX5
chr17	62502235	62502379	145	*	X1380	90799	62503158	62534062	30905	+	778	upstream	778	CEP95
chr17	66031703	66031752	50	*	X1386	3838	66031848	66042970	11123	+	95	upstream	95	KPNA2
chr17	66031769	66031867	99	*	X1387	3838	66031848	66042970	11123	+	0	overlapStart	0	KPNA2
chr17	72199692	72200074	383	*	X1391	6169	72199795	72206019	6225	+	0	overlapStart	0	RPL38
chr17	72200093	72200117	25	*	X1392	6169	72199795	72206019	6225	+	0	inside	297	RPL38
chr17	73775666	73775919	254	*	X1396	3021	73772515	73775860	3346	-	0	overlapStart	0	H3-3B
chr17	74553861	74553988	128	*	X1397	100507246	74553846	74561430	7585	+	0	inside	14	SNHG16
chr17	74553861	74553988	128	*	X1397	677850	74554874	74554951	78	+	885	upstream	885	SNORD1C
chr17	74732426	74732603	178	*	X1398	693221	74732532	74732630	99	-	0	overlapEnd	26	MIR636
chr17	74732426	74732603	178	*	X1398	79157	74732272	74775336	43065	+	0	inside	153	MFSD11
chr17	79849416	79849432	17	*	X1408	10189	79845711	79849462	3752	-	0	inside	29	ALYREF
chr17	79849416	79849432	17	*	X1408	51529	79849599	79858363	8765	+	166	upstream	166	ANAPC11
chr18	107753	107837	85	*	X1418	727758	109065	122222	13158	+	1227	upstream	1227	ROCK1P1
chr18	107882	108552	671	*	X1419	727758	109065	122222	13158	+	512	upstream	512	ROCK1P1
chr18	108851	108912	62	*	X1420	727758	109065	122222	13158	+	152	upstream	152	ROCK1P1
chr18	11851333	11851436	104	*	X1423	57132	11851389	11854448	3060	+	0	overlapStart	0	CHMP1B
chr18	11851448	11851463	16	*	X1424	57132	11851389	11854448	3060	+	0	inside	58	CHMP1B
chr18	29264199	29264449	251	*	X1428	9331	29202209	29264686	62478	-	0	inside	236	B4GALT6
chr19	1383398	1383659	262	*	X1452	374291	1383526	1395588	12063	+	0	overlapStart	0	NDUFS7
chr19	1438410	1438566	157	*	X1453	6209	1438363	1440492	2130	+	0	inside	46	RPS15
